	doc_name	era	doc_word_count	new_split	keep_doc	split
4858	العصر-العباسي_الوأواء-الدمشقي_جرح-الفؤاد-بصده_001	العصر-العباسي	26	train	True	dev
4868	العصر-العثماني_علي-الغراب-الصفاقسي_حتام-يا-دهر-قل-لي_001	العصر-العثماني	36	test	True	train
4869	العصر-الاموي_الوليد-بن-يزيد_وزق-وافر-الجنبين_001	العصر-الاموي	27	dev	True	dev
4912	العصر-العثماني_ابن-النقيب_حفت-بوادي-الغوطة-ال_001	العصر-العثماني	35	train	True	train
4926	العصر-العباسي_أبو-فراس-الحمداني_أتتني-عنك-أخبار_001	العصر-العباسي	24	train	True	test
4934	العصر-العباسي_خالد-الكاتب_ألا-يا-أيها-المولى_001	العصر-العباسي	31	train	True	train
4942	العصر-المملوكي_شهاب-الدين-الخلوف_وبي-حاسب-مثل-بدر-الدجى_001	العصر-المملوكي	31	test	True	train
4979	العصر-العباسي_ديك-الجن_لك-نفس-مواتيه_001	العصر-العباسي	27	train	True	train
4997	العصر-العباسي_الوأواء-الدمشقي_لي-حبيب-خده-كال_001	العصر-العباسي	29	train	True	train
5002	العصر-العباسي_خالد-الكاتب_أضر-بطرفه-السهد_001	العصر-العباسي	25	train	True	test
5009	العصر-العباسي_أبو-طالب-المأموني_ومقعد-لي-وطئ_001	العصر-العباسي	24	train	True	test
5063	المخضرمون_علي-بن-أبي-طالب_يا-طلح-إن-كنت-كما-تقول_001	المخضرمون	29	train	True	dev
5065	العصر-المملوكي_ابن-الوردي_أعبس-حين-ألقاه_001	العصر-المملوكي	27	train	True	train
5089	العصر-العثماني_جميل-صدقي-الزهاوي_قلت-الحقيقة-طالباً-أن-ينظروا_001	العصر-العثماني	37	train	True	train
5092	العصر-العباسي_الوأواء-الدمشقي_قلب-يقلبه-الحنين_001	العصر-العباسي	30	train	True	train
5095	العصر-الايوبي_العماد-الأصبهاني_مغرم-القلب-مدنف_001	العصر-الايوبي	23	test	True	dev
5127	العصر-العباسي_خالد-الكاتب_أيبكي-عبرة-بدم_001	العصر-العباسي	28	dev	True	train
5139	العصر-العباسي_الصنوبري_مجمرة-طاف-بها-الغلمان_001	العصر-العباسي	26	train	True	dev
5145	العصر-العباسي_ابو-نواس_اترك-التقصير-في-الشر_001	العصر-العباسي	30	dev	True	train
5191	العصر-المملوكي_بهاء-الدين-زهير_أنا-أدري-بأنني_001	العصر-المملوكي	23	train	True	dev
5196	العصر-الايوبي_المكزون-السنجاري_أيا-من-حبه-حالي_001	العصر-الايوبي	35	test	True	train
5212	العصر-العباسي_خالد-الكاتب_بكى-جزعا-من-الجزع_001	العصر-العباسي	31	train	True	train
5216	العصر-العباسي_البحتري_أغفى-ذراعيه-وأنحى-على_001	العصر-العباسي	31	train	True	train
5227	العصر-العثماني_ابن-معصوم_جاء-البشير-مبشرا_001	العصر-العثماني	33	train	True	test
5236	العصر-المملوكي_بهاء-الدين-زهير_خليت-كل-الناس-ما-خلاكم_001	العصر-المملوكي	32	dev	True	train
5264	العصر-الايوبي_المكزون-السنجاري_كم-مقعد-قلت-قم-فأضحى_001	العصر-الايوبي	30	train	True	test
5274	العصر-العباسي_الخبز-أرزي_بات-الحبيب-منادمي_001	العصر-العباسي	27	test	True	dev
5342	المخضرمون_عمرو-بن-معد-يكرب_سبى-الأطفال-واجتز-النواصي_001	المخضرمون	34	train	True	train
5346	العصر-العباسي_ابن-المعتز_بليت-بعد-شيبه_001	العصر-العباسي	28	dev	True	train
5377	العصر-العباسي_أبو-بكر-الخوارزمي_وقينة-أحسن-من-لقياها_001	العصر-العباسي	31	train	True	train
5381	العصر-العثماني_نيقولاوس-الصائغ_يا-لنفس-تحارب-الله-عمدا_001	العصر-العثماني	34	train	True	train
5397	العصر-المملوكي_تميم-الفاطمي_طاب-شرب-الخندريس_001	العصر-المملوكي	25	train	True	test
5404	العصر-الأندلسي_ابن-قلاقس_يا-أحمد-المحمود-في-ال_001	العصر-الأندلسي	32	train	True	train
5424	المخضرمون_عاصم-بن-عمرو-التميمي_أبلغ-أبا-حفص-بأن-جموعنا_001	المخضرمون	30	train	True	dev
5497	العصر-العثماني_بهاء-الدين-العاملي_أنا-الفقير-المعنى_001	العصر-العثماني	37	train	True	train
5502	العصر-العباسي_خالد-الكاتب_بأبي-من-لا-يزال-الحسن_001	العصر-العباسي	28	train	True	train
5541	العصر-العباسي_الأحنف-العكبري_مجزوء-الخفيف_001	العصر-العباسي	27	test	True	dev
5624	العصر-العباسي_أبو-الشيص-الخزاعي_لها-عن-صلة-البيض_001	العصر-العباسي	25	dev	True	test
5627	العصر-العباسي_أبو-الفتح-البستي_بين-من-يعطي-ومن-يأخذ_001	العصر-العباسي	31	train	True	train
5669	العصر-العباسي_ابن-سينا_هبت-نسيم-وصالكم-سحرا_001	العصر-العباسي	31	train	True	train
5693	العصر-العباسي_أبو-هلال-العسكري_إما-نوال-سريح_001	العصر-العباسي	24	test	True	test
5694	العصر-العباسي_الأحنف-العكبري_يا-شيخ-ما-لك-حجة_001	العصر-العباسي	28	train	True	train
5700	العصر-الاموي_طريح-بن-إسماعيل-الثقفي_لو-يرسل-الأزل-الظباء_001	العصر-الاموي	27	train	True	dev
5716	العصر-الاموي_الوليد-بن-يزيد_نزلت-سلمى-بقلبي_001	العصر-الاموي	26	dev	True	dev
5727	العصر-العباسي_الراضي-بالله_أيا-من-خان-مخبره_001	العصر-العباسي	26	train	True	dev
5753	العصر-الاموي_أبو-وجزة-السعدي_والماء-لا-قسم-ولا-أقلاد_001	العصر-الاموي	28	test	True	dev
5754	العصر-العباسي_عرقلة-الدمشقي_أيها-السياف-هيا_001	العصر-العباسي	29	train	True	train
5816	العصر-العباسي_أبو-هلال-العسكري_قل-خير-ابن-قاسم_001	العصر-العباسي	25	train	True	test
5851	العصر-العثماني_ابن-زاكور_بحر-المفاخر-طام_001	العصر-العثماني	32	train	True	test
5862	العصر-الجاهلي_لقيط-بن-يعمر-الإيادي_سلام-في-الصحيفة-من-لقيط_001	العصر-الجاهلي	34	train	True	test
5900	العصر-العباسي_ابن-حجاج_هذا-وأيام-أكلي_001	العصر-العباسي	24	train	True	test
6015	العصر-العباسي_ابو-نواس_عتاب-ليس-ينصرم_001	العصر-العباسي	24	train	True	test
6046	العصر-المملوكي_الشريف-العقيلي_الدهر-مد-وجزر_001	العصر-المملوكي	26	train	True	test
6077	العصر-الايوبي_أسامة-بن-منقذ_حناني-الدهر-وأفتنني_001	العصر-الايوبي	31	train	True	test
6122	العصر-الأندلسي_الأرجاني_قد-تولى-أبو-الرجا_001	العصر-الأندلسي	31	test	True	train
6126	العصر-الايوبي_ابن-الساعاتي_لله-يوم-إذا-تبلح-وجهه_001	العصر-الايوبي	35	train	True	train
6177	العصر-العباسي_الوأواء-الدمشقي_عليل-القلب-والبدن_001	العصر-العباسي	26	dev	True	dev
6179	العصر-العباسي_كشاجم_مازلت-اسقاها-على-وجع-غزال_001	العصر-العباسي	23	train	True	test
6207	العصر-العباسي_العباس-بن-الأحنف_غضبت-عليك-سيدتي_001	العصر-العباسي	28	dev	True	train
6254	العصر-الأندلسي_ابن-قلاقس_لي-في-المصيف-طريق_001	العصر-الأندلسي	24	train	True	test
6287	العصر-الايوبي_ابن-جبير-الشاطبي_سكان-وادي-العقيق-شوقي_001	العصر-الايوبي	30	train	True	test
6323	العصر-الاسلامي_ابو-محمد-الفقعسي_أمسى-غلامي-كسلا-قطوفا_001	العصر-الاسلامي	28	train	True	test
6328	العصر-العباسي_ابو-نواس_إن-لي-أيرا-خبيثا_001	العصر-العباسي	29	train	True	train
6330	المخضرمون_أبو-الطمحان-القيني_هلا-سقيتم-بني-جرم-أسيركم_001	المخضرمون	35	test	True	train
6332	العصر-الأندلسي_أبو-الحسن-الششتري_اشتياق-الحب-أسباني_001	العصر-الأندلسي	34	train	True	train
6359	العصر-الجاهلي_أوس-بن-حجر_خُذلت-على-ليلة-ساهره_001	العصر-الجاهلي	32	train	True	train
6374	العصر-العباسي_ابن-الرومي_يا-أبا-روبة-الريب-يا-مسيحا-بغير-أب_001	العصر-العباسي	30	train	True	train
6378	العصر-المملوكي_تميم-الفاطمي_سار-لك-التوفيق-والسعد_001	العصر-المملوكي	31	train	True	train
6393	العصر-الاموي_سراقة-البارقي_ألا-أبلغ-أبا-إسحاق-أنى_001	العصر-الاموي	35	train	True	train
6445	العصر-العباسي_عبدالصمد-العبدي_نسب-الجماز_001	العصر-العباسي	28	test	True	train
6467	العصر-الايوبي_أبو-بكر-بن-مغاور_أيها-العالم-ادركني-سماحاً_001	العصر-الايوبي	35	dev	True	train
6497	العصر-العباسي_ابو-العتاهية_المرء-دنيا-نفسه_001	العصر-العباسي	29	train	True	train
6516	العصر-الجاهلي_قيس-بن-الحدادية_أنا-الذي-تخلعه-مواليه_001	العصر-الجاهلي	29	dev	True	train
6556	العصر-العباسي_ابو-نواس_طموح-العين-والنظر_001	العصر-العباسي	25	dev	True	test
6592	العصر-المملوكي_الشريف-المرتضى_لا-تستعن-أبدا-بمن_001	العصر-المملوكي	32	train	True	train
6603	العصر-الاموي_الأحوص-الأنصاري_سرى-ذا-الهم-بل-طرقا_001	العصر-الاموي	28	train	True	dev
6604	العصر-الاموي_الحكم-بن-عبدل-الأسدي_شهدت-عليك-بطيب-المشاش_001	العصر-الاموي	33	train	True	train
6610	العصر-العباسي_ابن-الرومي_صل-على-الناس-جميعا_001	العصر-العباسي	27	test	True	train
6615	العصر-العثماني_نيقولاوس-الصائغ_كنيسة-رفعت-فيها-منابرها_001	العصر-العثماني	35	train	True	train
6627	العصر-العباسي_ابو-العتاهية_وعظتك-أجداث-خفت_001	العصر-العباسي	30	train	True	train
6665	العصر-المملوكي_ابن-نباته-المصري_يا-كاتب-الملك-تهنأ-به_001	العصر-المملوكي	32	dev	True	train
6668	العصر-الأندلسي_المعتمد-بن-عباد_غلب-الكرى-ودنت-مطايا-الراح_001	العصر-الأندلسي	35	train	True	train
6682	العصر-الايوبي_محيي-الدين-بن-عربي_جدد-السعد-منزلا_001	العصر-الايوبي	24	train	True	dev
6690	المخضرمون_علي-بن-أبي-طالب_قضد-عرف-الحرب-العوان-أني_001	المخضرمون	34	dev	True	train
6713	العصر-العباسي_الأحنف-العكبري_إن-الحسود-ليبدي_001	العصر-العباسي	25	train	True	test
6714	العصر-العثماني_علي-الغراب-الصفاقسي_ينو-حسين-ملكوا_001	العصر-العثماني	33	train	True	test
6715	العصر-العثماني_الهبل_أَنا-والله-منك-في_001	العصر-العثماني	24	train	True	dev
